id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
M5xcWgfoGtvYUaYysujWdA,cheers-on-demand-san-francisco-5,Cheers On Demand,https://s3-media1.fl.yelpcdn.com/bphoto/TFVPn5P8KBRDQL2odjq61g/o.jpg,False,https://www.yelp.com/biz/cheers-on-demand-san-francisco-5?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,66,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 37.7773321823714, 'longitude': -122.431544454087}","['pickup', 'delivery']",$,"{'address1': '867 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['867 Fillmore St', 'San Francisco, CA 94117']}",+14158852898,(415) 885-2898
P-PhLMdBTZSPC4Z_IS3i0w,serranos-pizza-san-francisco-2,Serrano's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/jDRgUcSQJM9EzRw3aYz6_Q/o.jpg,False,https://www.yelp.com/biz/serranos-pizza-san-francisco-2?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,614,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 37.75714, 'longitude': -122.42051}","['pickup', 'delivery']",$,"{'address1': '3274 21st St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3274 21st St', 'San Francisco, CA 94110']}",+14156951615,(415) 695-1615
5-B4VF38j-cba9rFtzcmFw,deja-vu-pizza-and-pasta-san-francisco,Deja Vu Pizza and Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/lsFmqfixFzRIyUhyZGeZjQ/o.jpg,False,https://www.yelp.com/biz/deja-vu-pizza-and-pasta-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,398,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 37.76449, 'longitude': -122.42471}","['pickup', 'delivery']",$,"{'address1': '3227 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3227 16th St', 'San Francisco, CA 94103']}",+14152551600,(415) 255-1600
QWZO1RdLbG5h0RGDiItoAA,zaoh-restaurant-san-francisco,Zaoh Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/oREGstjYNPBMvV9sk2RRJw/o.jpg,False,https://www.yelp.com/biz/zaoh-restaurant-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,291,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 37.77317, 'longitude': -122.41787}","['pickup', 'restaurant_reservation', 'delivery']",$$,"{'address1': '1555 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1555 Mission St', 'San Francisco, CA 94103']}",+14154313930,(415) 431-3930
1fgmqu-VXQ2QX1FII89g3g,red-chilli-san-francisco,Red Chilli,https://s3-media1.fl.yelpcdn.com/bphoto/NRdE2YbJfB3d4qX9eCXrng/o.jpg,False,https://www.yelp.com/biz/red-chilli-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,454,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.0,"{'latitude': 37.786076, 'longitude': -122.412882}","['pickup', 'delivery']",$$,"{'address1': '522 Jones St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['522 Jones St', 'San Francisco, CA 94102']}",+14159313529,(415) 931-3529
H4V9QmbKSoWjENoCQnB6UA,clay-oven-on-haight-san-francisco-4,Clay Oven on Haight,https://s3-media3.fl.yelpcdn.com/bphoto/_Qhp9be33267ZDu4Xm4aag/o.jpg,False,https://www.yelp.com/biz/clay-oven-on-haight-san-francisco-4?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,6,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"{'latitude': 37.771699, 'longitude': -122.430537}","['pickup', 'delivery']",,"{'address1': '233 Fillmore St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['233 Fillmore St', 'San Francisco, CA 94117']}",+14152552000,(415) 255-2000
0w6dNMrpBQFLxhVYqx_J5Q,red-jade-san-francisco,Red Jade,https://s3-media4.fl.yelpcdn.com/bphoto/HUme4aT3O6BOOVL5JFo4nA/o.jpg,False,https://www.yelp.com/biz/red-jade-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,750,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 37.7668495178223, 'longitude': -122.428527832031}","['pickup', 'delivery']",$$,"{'address1': '245 Church St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['245 Church St', 'San Francisco, CA 94114']}",+14156213020,(415) 621-3020
bucF7GBwlIUJbPFdoLhxNA,supreme-pizza-san-francisco,Supreme Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/JdRfGFHKmd7RQ0FdsQNLSg/o.jpg,False,https://www.yelp.com/biz/supreme-pizza-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,131,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 37.7619213, 'longitude': -122.4182987}","['pickup', 'delivery']",$,"{'address1': '3348 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3348 18th St', 'San Francisco, CA 94110']}",+14154379400,(415) 437-9400
9Hp8kwNv9Ks8wkU5AxZUhA,chicos-pizza-san-francisco,Chico's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/EORjLLcfSZ-YJPH5ezc4Vw/o.jpg,False,https://www.yelp.com/biz/chicos-pizza-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,358,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 37.7807693, 'longitude': -122.4081793}","['pickup', 'delivery']",$,"{'address1': '131 6th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['131 6th St', 'San Francisco, CA 94103']}",+14152551111,(415) 255-1111
4flzSf_EwBqeRb_3YT5VTg,milan-pizza-san-francisco,Milan Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/6iRkb_W5X8Kg8qzwgaQOhw/o.jpg,False,https://www.yelp.com/biz/milan-pizza-san-francisco?adjust_creative=pcYg-P8c8BaI_ztBwaTGmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_transactions_search_delivery&utm_source=pcYg-P8c8BaI_ztBwaTGmw,433,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 37.78691, 'longitude': -122.41343}","['pickup', 'delivery']",$,"{'address1': '606 Geary St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['606 Geary St', 'San Francisco, CA 94102']}",+14156741011,(415) 674-1011
